date,predicted_articles
2026-03-06,5.743433696348495
2026-03-07,5.723254324151185
2026-03-08,5.716527866752082
2026-03-09,5.729980781550289
2026-03-10,5.738949391415759
2026-03-11,5.853299167200513
2026-03-12,5.729980781550289
